feature_ID	gene_name	FC_Syn_vs_H_at_ZT0	FC_Syn_vs_H_at_ZT12	synaptic_enriched_3104	in_Cajigas_et_al 	in_Ouwenga_et_al 
ENSMUSG00000029499	Pxmp2	3.282768	1.966639	+	+	+
ENSMUSG00000000876	Pxmp4	1.641936	1.379267	+	+	+
ENSMUSG00000029528	Pxn	NaN	NaN		+	+
ENSMUSG00000030793	Pycard	2.157682	3.023202	+	+	+
ENSMUSG00000025140	Pycr1	NaN	NaN		+	+
ENSMUSG00000026520	Pycr2	NaN	NaN		+	+
ENSMUSG00000022571	Pycrl	NaN	NaN		+	+
ENSMUSG00000033059	Pygb	3.111996	3.022996	+	+	+
ENSMUSG00000032648	Pygm	4.041517	3.434281	+	+	+
ENSMUSG00000034910	Pygo1	1.568305	1.680004	+	+	+
ENSMUSG00000047824	Pygo2	NaN	NaN		+	+
ENSMUSG00000041671	Pyroxd1	NaN	NaN		+	+
ENSMUSG00000060224	Pyroxd2	NaN	NaN		+	+
ENSMUSG00000032604	Qars	NaN	NaN		+	+
ENSMUSG00000015806	Qdpr	2.273582	2.271805	+	+	+
ENSMUSG00000062078	Qk	2.62533	2.806544	+	+	+
ENSMUSG00000030407	Qpctl	NaN	NaN		+	+
ENSMUSG00000058400	Qrfpr	NaN	NaN		+	+
ENSMUSG00000019863	Qrsl1	NaN	NaN		+	+
ENSMUSG00000074994	Qser1	NaN	NaN		+	+
ENSMUSG00000033684	Qsox1	NaN	NaN		+	+
ENSMUSG00000036327	Qsox2	NaN	NaN		+	+
ENSMUSG00000002825	Qtrt1	NaN	NaN		+	+
ENSMUSG00000022704	Qtrtd1	NaN	NaN		+	+
ENSMUSG00000034194	R3hcc1	1.583863	1.285736	+	+	+
ENSMUSG00000056211	R3hdm1	NaN	NaN		+	+
ENSMUSG00000025404	R3hdm2	NaN	NaN		+	+
ENSMUSG00000035781	R3hdm4	1.635718	1.414703	+	+	+
ENSMUSG00000020149	Rab1	NaN	NaN		+	+
ENSMUSG00000020671	Rab10	1.502675	1.525573	+	+	+
ENSMUSG00000004771	Rab11a	NaN	NaN		+	+
ENSMUSG00000077450	Rab11b	NaN	NaN		+	+
ENSMUSG00000040022	Rab11fip2	NaN	NaN		+	+
ENSMUSG00000037098	Rab11fip3	NaN	NaN		+	+
ENSMUSG00000017639	Rab11fip4	NaN	NaN		+	+
ENSMUSG00000023460	Rab12	NaN	NaN		+	+
ENSMUSG00000027935	Rab13	2.131648	1.86458	+	+	+
ENSMUSG00000026878	Rab14	NaN	NaN		+	+
ENSMUSG00000021062	Rab15	NaN	NaN		+	+
ENSMUSG00000073639	Rab18	NaN	NaN		+	+
ENSMUSG00000024870	Rab1b	NaN	NaN		+	+
ENSMUSG00000020132	Rab21	NaN	NaN		+	+
ENSMUSG00000027519	Rab22a	1.558893	1.633042	+	+	+
ENSMUSG00000004768	Rab23	NaN	NaN		+	+
ENSMUSG00000034789	Rab24	NaN	NaN		+	+
ENSMUSG00000079657	Rab26	NaN	NaN		+	+
ENSMUSG00000032202	Rab27a	NaN	NaN		+	+
ENSMUSG00000024511	Rab27b	NaN	NaN		+	+
ENSMUSG00000029128	Rab28	NaN	NaN		+	+
ENSMUSG00000047187	Rab2a	NaN	NaN		+	+
ENSMUSG00000022159	Rab2b	NaN	NaN		+	+
ENSMUSG00000030643	Rab30	NaN	NaN		+	+
ENSMUSG00000056515	Rab31	2.177197	2.346915	+	+	+
ENSMUSG00000019832	Rab32	1.1812	1.952074	+	+	+
ENSMUSG00000031104	Rab33a	NaN	NaN		+	+
ENSMUSG00000027739	Rab33b	NaN	NaN		+	+
ENSMUSG00000002059	Rab34	NaN	NaN		+	+
ENSMUSG00000029518	Rab35	NaN	NaN		+	+
ENSMUSG00000020175	Rab36	NaN	NaN		+	+
ENSMUSG00000031840	Rab3a	NaN	NaN		+	+
ENSMUSG00000003411	Rab3b	NaN	NaN		+	+
ENSMUSG00000021700	Rab3c	1.066296	1.583212	+	+	+
ENSMUSG00000019066	Rab3d	NaN	NaN		+	+
ENSMUSG00000039318	Rab3gap2	NaN	NaN		+	+
ENSMUSG00000024663	Rab3il1	1.293613	1.719021	+	+	+
ENSMUSG00000064181	Rab3ip	NaN	NaN		+	+
ENSMUSG00000025170	Rab40b	NaN	NaN		+	+
ENSMUSG00000025730	Rab40c	NaN	NaN		+	+
ENSMUSG00000030055	Rab43	NaN	NaN		+	+
ENSMUSG00000019478	Rab4a	NaN	NaN		+	+
ENSMUSG00000053291	Rab4b	NaN	NaN		+	+
ENSMUSG00000017831	Rab5a	NaN	NaN		+	+
ENSMUSG00000000711	Rab5b	NaN	NaN		+	+
ENSMUSG00000019173	Rab5c	NaN	NaN		+	+
ENSMUSG00000030704	Rab6a	NaN	NaN		+	+
ENSMUSG00000032549	Rab6b	NaN	NaN		+	+
ENSMUSG00000003037	Rab8a	NaN	NaN		+	+
ENSMUSG00000036943	Rab8b	NaN	NaN		+	+
ENSMUSG00000043463	Rab9b	NaN	NaN		+	+
ENSMUSG00000003380	Rabac1	2.031142	1.598701	+	+	+
ENSMUSG00000020817	Rabep1	NaN	NaN		+	+
ENSMUSG00000070953	Rabepk	NaN	NaN		+	+
ENSMUSG00000035437	Rabgap1	NaN	NaN		+	+
ENSMUSG00000026721	Rabgap1l	NaN	NaN		+	+
ENSMUSG00000025340	Rabgef1	NaN	NaN		+	+
ENSMUSG00000040472	Rabggta	NaN	NaN		+	+
ENSMUSG00000038975	Rabggtb	NaN	NaN		+	+
ENSMUSG00000042229	Rabif	NaN	NaN		+	+
ENSMUSG00000022827	Rabl3	NaN	NaN		+	+
ENSMUSG00000001847	Rac1	NaN	NaN		+	+
ENSMUSG00000033220	Rac2	2.445488	5.828556	+	+	+
ENSMUSG00000023015	Racgap1	NaN	NaN		+	+
ENSMUSG00000022248	Rad1	NaN	NaN		+	+
ENSMUSG00000021635	Rad17	NaN	NaN		+	+
ENSMUSG00000030254	Rad18	NaN	NaN		+	+
ENSMUSG00000022314	Rad21	1.734529	1.904249	+	+	+
ENSMUSG00000003813	Rad23a	NaN	NaN		+	+
ENSMUSG00000028426	Rad23b	NaN	NaN		+	+
ENSMUSG00000020380	Rad50	1.554117	1.77225	+	+	+
ENSMUSG00000027323	Rad51	NaN	NaN		+	+
ENSMUSG00000030346	Rad51ap1	NaN	NaN		+	
ENSMUSG00000007646	Rad51c	NaN	NaN		+	+
ENSMUSG00000018841	Rad51d	NaN	NaN		+	+
ENSMUSG00000030166	Rad52	NaN	NaN		+	+
ENSMUSG00000078773	Rad54b	NaN	NaN		+	
ENSMUSG00000040661	Rad54l2	NaN	NaN		+	+
ENSMUSG00000038569	Rad9b	NaN	NaN		+	+
ENSMUSG00000029576	Radil	NaN	NaN		+	+
ENSMUSG00000027509	Rae1	NaN	NaN		+	+
ENSMUSG00000000441	Raf1	NaN	NaN		+	+
ENSMUSG00000062115	Rai1	NaN	NaN		+	+
ENSMUSG00000022246	Rai14	NaN	NaN		+	+
ENSMUSG00000043518	Rai2	NaN	NaN		+	+
ENSMUSG00000008859	Rala	NaN	NaN		+	+
ENSMUSG00000004451	Ralb	NaN	NaN		+	+
ENSMUSG00000024096	Ralbp1	NaN	NaN		+	+
ENSMUSG00000021027	Ralgapa1	NaN	NaN		+	+
ENSMUSG00000026821	Ralgds	NaN	NaN		+	+
ENSMUSG00000026594	Ralgps2	NaN	NaN		+	+
ENSMUSG00000027593	Raly	NaN	NaN		+	+
ENSMUSG00000039717	Ralyl	NaN	NaN		+	+
ENSMUSG00000034353	Ramp1	2.657863	2.27973	+	+	+
ENSMUSG00000001240	Ramp2	NaN	NaN		+	+
ENSMUSG00000041046	Ramp3	NaN	NaN		+	+
ENSMUSG00000029430	Ran	NaN	NaN		+	+
ENSMUSG00000005732	Ranbp1	NaN	NaN		+	
ENSMUSG00000037415	Ranbp10	NaN	NaN		+	+
ENSMUSG00000040594	Ranbp17	NaN	NaN		+	+
ENSMUSG00000003226	Ranbp2	1.433464	1.75159	+	+	+
ENSMUSG00000002372	Ranbp3	NaN	NaN		+	+
ENSMUSG00000048424	Ranbp3l	1.774898	1.569625	+	+	+
ENSMUSG00000074909	Ranbp6	NaN	NaN		+	+
ENSMUSG00000022391	Rangap1	NaN	NaN		+	+
ENSMUSG00000032892	Rangrf	NaN	NaN		+	
ENSMUSG00000068798	Rap1a	NaN	NaN		+	+
ENSMUSG00000052681	Rap1b	NaN	NaN		+	+
ENSMUSG00000041351	Rap1gap	NaN	NaN		+	+
ENSMUSG00000038807	Rap1gap2	NaN	NaN		+	+
ENSMUSG00000028149	Rap1gds1	NaN	NaN		+	+
ENSMUSG00000051615	Rap2a	NaN	NaN		+	+
ENSMUSG00000036894	Rap2b	NaN	NaN		+	+
ENSMUSG00000039844	Rapgef1	NaN	NaN		+	+
ENSMUSG00000062232	Rapgef2	NaN	NaN		+	+
ENSMUSG00000022469	Rapgef3	NaN	NaN		+	+
ENSMUSG00000049044	Rapgef4	2.914714	3.313177	+	+	+
ENSMUSG00000041992	Rapgef5	NaN	NaN		+	+
ENSMUSG00000037533	Rapgef6	NaN	NaN		+	+
ENSMUSG00000038020	Rapgefl1	NaN	NaN		+	+
ENSMUSG00000026014	Raph1	NaN	NaN		+	+
ENSMUSG00000002104	Rapsn	2.455683	1.817337	+	+	
ENSMUSG00000037992	Rara	NaN	NaN		+	+
ENSMUSG00000017491	Rarb	NaN	NaN		+	+
ENSMUSG00000001288	Rarg	NaN	NaN		+	+
ENSMUSG00000049404	Rarres1	2.230525	2.01033	+	+	+
ENSMUSG00000009281	Rarres2	NaN	NaN		+	
ENSMUSG00000018848	Rars	NaN	NaN		+	+
ENSMUSG00000028292	Rars2	NaN	NaN		+	+
ENSMUSG00000021549	Rasa1	NaN	NaN		+	+
ENSMUSG00000032413	Rasa2	NaN	NaN		+	+
ENSMUSG00000031453	Rasa3	NaN	NaN		+	+
ENSMUSG00000029602	Rasal1	NaN	NaN		+	+
ENSMUSG00000070565	Rasal2	NaN	NaN		+	+
ENSMUSG00000049892	Rasd1	NaN	NaN		+	+
ENSMUSG00000034472	Rasd2	NaN	NaN		+	+
ENSMUSG00000030134	Rasgef1a	NaN	NaN		+	+
ENSMUSG00000032356	Rasgrf1	1.481557	1.616642	+	+	+
ENSMUSG00000021708	Rasgrf2	NaN	NaN		+	+
ENSMUSG00000027347	Rasgrp1	NaN	NaN		+	+
ENSMUSG00000032946	Rasgrp2	NaN	NaN		+	+
ENSMUSG00000071042	Rasgrp3	NaN	NaN		+	+
ENSMUSG00000044562	Rasip1	NaN	NaN		+	+
ENSMUSG00000034209	Rasl10a	NaN	NaN		+	+
ENSMUSG00000020684	Rasl10b	2.165524	1.883986	+	+	+
ENSMUSG00000029641	Rasl11a	NaN	NaN		+	+
ENSMUSG00000049907	Rasl11b	NaN	NaN		+	+
ENSMUSG00000041696	Rasl12	NaN	NaN		+	
ENSMUSG00000027339	Rassf2	2.428254	2.635394	+	+	+
ENSMUSG00000025795	Rassf3	NaN	NaN		+	+
ENSMUSG00000042129	Rassf4	0.9668372	1.535446	+	+	+
ENSMUSG00000026430	Rassf5	NaN	NaN		+	+
ENSMUSG00000010205	Raver1	NaN	NaN		+	+
ENSMUSG00000035275	Raver2	NaN	NaN		+	+
ENSMUSG00000022105	Rb1	1.524042	1.384047	+	+	+
ENSMUSG00000025907	Rb1cc1	1.332844	1.575057	+	+	+
ENSMUSG00000061898	Rbak	NaN	NaN		+	+
ENSMUSG00000057236	Rbbp4	NaN	NaN		+	+
ENSMUSG00000026439	Rbbp5	NaN	NaN		+	+
ENSMUSG00000030779	Rbbp6	NaN	NaN		+	+
ENSMUSG00000031353	Rbbp7	NaN	NaN		+	+
ENSMUSG00000041238	Rbbp8	NaN	NaN		+	+
ENSMUSG00000027428	Rbbp9	NaN	NaN		+	+
ENSMUSG00000027466	Rbck1	NaN	NaN		+	+
ENSMUSG00000008658	Rbfox1	NaN	NaN		+	+
ENSMUSG00000025576	Rbfox3	NaN	NaN		+	+
ENSMUSG00000029136	Rbks	NaN	NaN		+	
ENSMUSG00000027641	Rbl1	NaN	NaN		+	
ENSMUSG00000031666	Rbl2	NaN	NaN		+	+
ENSMUSG00000031060	Rbm10	NaN	NaN		+	+
ENSMUSG00000032940	Rbm11	NaN	NaN		+	+
ENSMUSG00000089824	Rbm12	1.408774	1.503682	+	+	+
ENSMUSG00000006456	Rbm14	NaN	NaN		+	+
ENSMUSG00000074102	Rbm15b	NaN	NaN		+	+
ENSMUSG00000037197	Rbm17	NaN	NaN		+	+
ENSMUSG00000026889	Rbm18	NaN	NaN		+	+
ENSMUSG00000029594	Rbm19	NaN	NaN		+	+
ENSMUSG00000043639	Rbm20	NaN	NaN		+	+
ENSMUSG00000024604	Rbm22	NaN	NaN		+	+
ENSMUSG00000038132	Rbm24	NaN	NaN		+	+
ENSMUSG00000010608	Rbm25	NaN	NaN		+	+
ENSMUSG00000024491	Rbm27	NaN	NaN		+	+
ENSMUSG00000029701	Rbm28	NaN	NaN		+	+
ENSMUSG00000031167	Rbm3	NaN	NaN		+	+
ENSMUSG00000048271	Rbm33	NaN	NaN		+	+
ENSMUSG00000033931	Rbm34	NaN	NaN		+	+
ENSMUSG00000027510	Rbm38	1.859255	1.125147	+	+	+
ENSMUSG00000027620	Rbm39	NaN	NaN		+	+
ENSMUSG00000094936	Rbm4	NaN	NaN		+	+
ENSMUSG00000031433	Rbm41	NaN	NaN		+	+
ENSMUSG00000036733	Rbm42	NaN	NaN		+	+
ENSMUSG00000036249	Rbm43	NaN	NaN		+	+
ENSMUSG00000042369	Rbm45	NaN	NaN		+	+
ENSMUSG00000070780	Rbm47	1.456201	1.751008	+	+	+
ENSMUSG00000033760	Rbm4b	NaN	NaN		+	+
ENSMUSG00000032580	Rbm5	NaN	NaN		+	+
ENSMUSG00000032582	Rbm6	NaN	NaN		+	+
ENSMUSG00000042396	Rbm7	NaN	NaN		+	+
ENSMUSG00000038374	Rbm8a	NaN	NaN		+	+
ENSMUSG00000026970	Rbms1	NaN	NaN		+	+
ENSMUSG00000040043	Rbms2	NaN	NaN		+	+
ENSMUSG00000039607	Rbms3	NaN	NaN		+	+
ENSMUSG00000031134	Rbmx	NaN	NaN		+	+
ENSMUSG00000031107	Rbmx2	NaN	NaN		+	+
ENSMUSG00000046402	Rbp1	2.011771	1.84334	+	+	+
ENSMUSG00000039191	Rbpj	NaN	NaN		+	+
ENSMUSG00000031586	Rbpms	NaN	NaN		+	+
ENSMUSG00000032387	Rbpms2	2.172548	1.699894	+	+	+
ENSMUSG00000022400	Rbx1	NaN	NaN		+	+
ENSMUSG00000040423	Rc3h1	NaN	NaN		+	+
ENSMUSG00000075376	Rc3h2	NaN	NaN		+	+
ENSMUSG00000022951	Rcan1	NaN	NaN		+	+
ENSMUSG00000039601	Rcan2	NaN	NaN		+	+
ENSMUSG00000035469	Rcbtb1	NaN	NaN		+	+
ENSMUSG00000022106	Rcbtb2	1.621666	1.760543	+	+	+
ENSMUSG00000028896	Rcc1	NaN	NaN		+	+
ENSMUSG00000040945	Rcc2	NaN	NaN		+	+
ENSMUSG00000024889	Rce1	NaN	NaN		+	+
ENSMUSG00000029397	Rchy1	NaN	NaN		+	+
ENSMUSG00000024785	Rcl1	NaN	NaN		+	+
ENSMUSG00000005973	Rcn1	1.563716	1.64941	+	+	+
ENSMUSG00000032320	Rcn2	2.853872	2.398786	+	+	+
ENSMUSG00000019539	Rcn3	NaN	NaN		+	+
ENSMUSG00000037896	Rcor1	NaN	NaN		+	+
ENSMUSG00000024968	Rcor2	NaN	NaN		+	+
ENSMUSG00000037395	Rcor3	NaN	NaN		+	+
ENSMUSG00000040723	Rcsd1	NaN	NaN		+	+
ENSMUSG00000025921	Rdh10	NaN	NaN		+	+
ENSMUSG00000066441	Rdh11	1.508271	1.25726	+	+	+
ENSMUSG00000008435	Rdh13	NaN	NaN		+	+
ENSMUSG00000020621	Rdh14	NaN	NaN		+	+
ENSMUSG00000010362	Rdm1	1.673866	1.712508	+	+	+
ENSMUSG00000032050	Rdx	1.709345	1.821361	+	+	+
ENSMUSG00000028476	Reck	NaN	NaN		+	+
ENSMUSG00000030243	Recql	NaN	NaN		+	+
ENSMUSG00000033762	Recql4	NaN	NaN		+	
ENSMUSG00000020752	Recql5	NaN	NaN		+	+
ENSMUSG00000052852	Reep1	NaN	NaN		+	+
ENSMUSG00000019873	Reep3	1.47876	1.722628	+	+	+
ENSMUSG00000033589	Reep4	NaN	NaN		+	+
ENSMUSG00000005873	Reep5	1.568649	1.634203	+	+	+
ENSMUSG00000035504	Reep6	NaN	NaN		+	+
ENSMUSG00000020275	Rel	NaN	NaN		+	+
ENSMUSG00000024927	Rela	NaN	NaN		+	+
ENSMUSG00000047881	Rell1	NaN	NaN		+	+
ENSMUSG00000044024	Rell2	NaN	NaN		+	+
ENSMUSG00000042453	Reln	2.459424	2.750246	+	+	+
ENSMUSG00000008318	Relt	NaN	NaN		+	+
ENSMUSG00000022176	Rem2	NaN	NaN		+	+
ENSMUSG00000052751	Repin1	NaN	NaN		+	+
ENSMUSG00000019854	Reps1	NaN	NaN		+	+
ENSMUSG00000029048	Rer1	1.564674	1.378458	+	+	+
ENSMUSG00000039852	Rere	NaN	NaN		+	+
ENSMUSG00000030222	Rerg	NaN	NaN		+	+
ENSMUSG00000033061	Resp18	1.553946	1.27431	+	+	+
ENSMUSG00000029249	Rest	1.378195	1.638285	+	+	+
ENSMUSG00000030110	Ret	1.789649	1.784929	+	+	+
ENSMUSG00000056666	Retsat	2.418842	2.259303	+	+	+
ENSMUSG00000026082	Rev1	NaN	NaN		+	+
ENSMUSG00000019841	Rev3l	NaN	NaN		+	+
ENSMUSG00000047417	Rexo1	NaN	NaN		+	+
ENSMUSG00000032026	Rexo2	NaN	NaN		+	+
ENSMUSG00000052406	Rexo4	NaN	NaN		+	+
ENSMUSG00000029191	Rfc1	1.527054	1.465501	+	+	+
ENSMUSG00000023104	Rfc2	NaN	NaN		+	+
ENSMUSG00000033970	Rfc3	NaN	NaN		+	+
ENSMUSG00000022881	Rfc4	NaN	NaN		+	+
ENSMUSG00000029363	Rfc5	NaN	NaN		+	+
ENSMUSG00000043190	Rfesd	NaN	NaN		+	+
ENSMUSG00000020696	Rffl	NaN	NaN		+	+
ENSMUSG00000024712	Rfk	NaN	NaN		+	+
ENSMUSG00000025158	Rfng	NaN	NaN		+	+
ENSMUSG00000052395	Rft1	NaN	NaN		+	+
ENSMUSG00000039316	Rftn1	NaN	NaN		+	+
ENSMUSG00000025978	Rftn2	3.503055	3.045575	+	+	+
ENSMUSG00000040782	Rfwd2	NaN	NaN		+	+
ENSMUSG00000033596	Rfwd3	NaN	NaN		+	+
ENSMUSG00000031706	Rfx1	NaN	NaN		+	+
ENSMUSG00000024206	Rfx2	NaN	NaN		+	+
ENSMUSG00000040929	Rfx3	NaN	NaN		+	+
ENSMUSG00000020037	Rfx4	2.829591	2.544457	+	+	+
ENSMUSG00000005774	Rfx5	NaN	NaN		+	+
ENSMUSG00000037674	Rfx7	NaN	NaN		+	+
ENSMUSG00000036120	Rfxank	NaN	NaN		+	+
ENSMUSG00000036615	Rfxap	NaN	NaN		+	+
ENSMUSG00000026482	Rgl1	NaN	NaN		+	+
ENSMUSG00000041354	Rgl2	NaN	NaN		+	+
ENSMUSG00000040146	Rgl3	NaN	NaN		+	
ENSMUSG00000070509	Rgma	1.905413	1.783064	+	+	+
ENSMUSG00000028468	Rgp1	NaN	NaN		+	+
ENSMUSG00000030844	Rgs10	1.609339	1.986109	+	+	+
ENSMUSG00000024186	Rgs11	NaN	NaN		+	+
ENSMUSG00000029101	Rgs12	NaN	NaN		+	+
ENSMUSG00000052087	Rgs14	NaN	NaN		+	+
ENSMUSG00000019775	Rgs17	NaN	NaN		+	+
ENSMUSG00000002458	Rgs19	NaN	NaN		+	+
ENSMUSG00000026360	Rgs2	NaN	NaN		+	+
ENSMUSG00000002459	Rgs20	1.525274	1.43058	+	+	+
ENSMUSG00000059810	Rgs3	NaN	NaN		+	+
ENSMUSG00000038530	Rgs4	NaN	NaN		+	+
ENSMUSG00000026678	Rgs5	NaN	NaN		+	+
ENSMUSG00000021219	Rgs6	NaN	NaN		+	+
ENSMUSG00000026527	Rgs7	NaN	NaN		+	+
ENSMUSG00000021719	Rgs7bp	NaN	NaN		+	+
ENSMUSG00000042671	Rgs8	NaN	NaN		+	+
ENSMUSG00000026142	Rhbdd1	NaN	NaN		+	+
ENSMUSG00000039917	Rhbdd2	NaN	NaN		+	+
ENSMUSG00000034175	Rhbdd3	NaN	NaN		+	+
ENSMUSG00000020282	Rhbdf1	NaN	NaN		+	+
ENSMUSG00000020806	Rhbdf2	NaN	NaN		+	
ENSMUSG00000025735	Rhbdl1	NaN	NaN		+	+
ENSMUSG00000017692	Rhbdl3	NaN	NaN		+	+
ENSMUSG00000028945	Rheb	NaN	NaN		+	+
ENSMUSG00000023755	Rhebl1	NaN	NaN		+	+
ENSMUSG00000007815	Rhoa	1.383685	1.557435	+	+	+
ENSMUSG00000054364	Rhob	NaN	NaN		+	+
ENSMUSG00000019944	Rhobtb1	NaN	NaN		+	+
ENSMUSG00000022075	Rhobtb2	NaN	NaN		+	+
ENSMUSG00000021589	Rhobtb3	2.138018	2.068527	+	+	+
ENSMUSG00000002233	Rhoc	1.668745	1.508591	+	+	+
ENSMUSG00000073982	Rhog	NaN	NaN		+	+
ENSMUSG00000046768	Rhoj	NaN	NaN		+	+
ENSMUSG00000024143	Rhoq	2.016543	1.982266	+	+	+
ENSMUSG00000017686	Rhot1	NaN	NaN		+	+
ENSMUSG00000025733	Rhot2	NaN	NaN		+	+
ENSMUSG00000034226	Rhov	NaN	NaN		+	+
ENSMUSG00000022580	Rhpn1	NaN	NaN		+	+
ENSMUSG00000030494	Rhpn2	1.566636	1.505831	+	+	+
ENSMUSG00000048330	Ric3	1.780638	1.741605	+	+	+
ENSMUSG00000035620	Ric8b	NaN	NaN		+	+
ENSMUSG00000050310	Rictor	NaN	NaN		+	+
ENSMUSG00000036202	Rif1	NaN	NaN		+	+
ENSMUSG00000038195	Rilp	NaN	NaN		+	+
ENSMUSG00000029392	Rilpl1	NaN	NaN		+	+
ENSMUSG00000029401	Rilpl2	NaN	NaN		+	+
ENSMUSG00000029420	Rimbp2	NaN	NaN		+	+
ENSMUSG00000071636	Rimbp3	NaN	NaN		+	
ENSMUSG00000040649	Rimklb	NaN	NaN		+	+
ENSMUSG00000041670	Rims1	1.784748	2.039449	+	+	+
ENSMUSG00000037386	Rims2	1.383784	1.713172	+	+	+
ENSMUSG00000032890	Rims3	NaN	NaN		+	+
ENSMUSG00000035226	Rims4	NaN	NaN		+	+
ENSMUSG00000024883	Rin1	NaN	NaN		+	+
ENSMUSG00000001768	Rin2	2.279039	2.583603	+	+	+
ENSMUSG00000044456	Rin3	NaN	NaN		+	+
ENSMUSG00000024325	Ring1	NaN	NaN		+	+
ENSMUSG00000021428	Riok1	NaN	NaN		+	+
ENSMUSG00000024404	Riok3	NaN	NaN		+	+
ENSMUSG00000021408	Ripk1	NaN	NaN		+	+
ENSMUSG00000041135	Ripk2	NaN	NaN		+	+
ENSMUSG00000028057	Rit1	NaN	NaN		+	+
ENSMUSG00000057455	Rit2	NaN	NaN		+	+
ENSMUSG00000039194	Rlbp1	2.459947	2.615107	+	+	+
ENSMUSG00000049878	Rlf	NaN	NaN		+	+
ENSMUSG00000056537	Rlim	1.177085	1.508234	+	+	+
ENSMUSG00000045232	Rln3	3.197179	1.627425	+	+	
ENSMUSG00000035367	Rmi1	NaN	NaN		+	+
ENSMUSG00000019763	Rmnd1	NaN	NaN		+	+
ENSMUSG00000002222	Rmnd5a	NaN	NaN		+	+
ENSMUSG00000001054	Rmnd5b	NaN	NaN		+	+
ENSMUSG00000021876	Rnase4	1.892266	2.392935	+	+	+
ENSMUSG00000020630	Rnaseh1	NaN	NaN		+	+
ENSMUSG00000052926	Rnaseh2a	NaN	NaN		+	+
ENSMUSG00000021932	Rnaseh2b	NaN	NaN		+	+
ENSMUSG00000093989	Rnasek	1.516062	1.325951	+	+	+
ENSMUSG00000066800	Rnasel	NaN	NaN		+	+
ENSMUSG00000054855	Rnd1	NaN	NaN		+	+
ENSMUSG00000001313	Rnd2	1.779608	1.563147	+	+	+
ENSMUSG00000017144	Rnd3	NaN	NaN		+	+
ENSMUSG00000041740	Rnf10	NaN	NaN		+	+
ENSMUSG00000052656	Rnf103	1.581075	1.545155	+	+	+
ENSMUSG00000028557	Rnf11	NaN	NaN		+	+
ENSMUSG00000032217	Rnf111	NaN	NaN		+	+
ENSMUSG00000010086	Rnf112	NaN	NaN		+	+
ENSMUSG00000036537	Rnf113a1	NaN	NaN		+	+
ENSMUSG00000098134	Rnf113a2	NaN	NaN		+	+
ENSMUSG00000006418	Rnf114	NaN	NaN		+	+
ENSMUSG00000070426	Rnf121	NaN	NaN		+	+
ENSMUSG00000041528	Rnf123	NaN	NaN		+	+
ENSMUSG00000035890	Rnf126	NaN	NaN		+	+
ENSMUSG00000031438	Rnf128	NaN	NaN		+	+
ENSMUSG00000036503	Rnf13	NaN	NaN		+	+
ENSMUSG00000020707	Rnf135	NaN	NaN		+	+
ENSMUSG00000024317	Rnf138	NaN	NaN		+	+
ENSMUSG00000037075	Rnf139	NaN	NaN		+	+
ENSMUSG00000060450	Rnf14	NaN	NaN		+	+
ENSMUSG00000020642	Rnf144a	1.645518	1.50794	+	+	+
ENSMUSG00000038068	Rnf144b	NaN	NaN		+	+
ENSMUSG00000019189	Rnf145	NaN	NaN		+	+
ENSMUSG00000038876	Rnf146	NaN	NaN		+	+
ENSMUSG00000048234	Rnf149	1.614914	1.572686	+	+	+
ENSMUSG00000047747	Rnf150	NaN	NaN		+	+
ENSMUSG00000047496	Rnf152	NaN	NaN		+	+
ENSMUSG00000025427	Rnf165	NaN	NaN		+	+
ENSMUSG00000014470	Rnf166	NaN	NaN		+	+
ENSMUSG00000040746	Rnf167	NaN	NaN		+	+
ENSMUSG00000014074	Rnf168	NaN	NaN		+	+
ENSMUSG00000013878	Rnf170	NaN	NaN		+	+
ENSMUSG00000021720	Rnf180	NaN	NaN		+	+
ENSMUSG00000055850	Rnf181	NaN	NaN		+	+
ENSMUSG00000044164	Rnf182	2.075002	1.968515	+	+	+
ENSMUSG00000020448	Rnf185	NaN	NaN		+	+
ENSMUSG00000020496	Rnf187	NaN	NaN		+	+
ENSMUSG00000022280	Rnf19a	NaN	NaN		+	+
ENSMUSG00000028793	Rnf19b	NaN	NaN		+	+
ENSMUSG00000026484	Rnf2	NaN	NaN		+	+
ENSMUSG00000028309	Rnf20	NaN	NaN		+	+
ENSMUSG00000058498	Rnf207	NaN	NaN		+	
ENSMUSG00000044628	Rnf208	NaN	NaN		+	+
ENSMUSG00000070327	Rnf213	NaN	NaN		+	+
ENSMUSG00000003581	Rnf215	NaN	NaN		+	+
ENSMUSG00000045078	Rnf216	NaN	NaN		+	+
ENSMUSG00000063760	Rnf217	NaN	NaN		+	+
ENSMUSG00000022120	Rnf219	NaN	NaN		+	+
ENSMUSG00000048911	Rnf24	NaN	NaN		+	+
ENSMUSG00000026171	Rnf25	NaN	NaN		+	+
ENSMUSG00000053128	Rnf26	NaN	NaN		+	+
ENSMUSG00000047098	Rnf31	NaN	NaN		+	+
ENSMUSG00000029130	Rnf32	NaN	NaN		+	+
ENSMUSG00000029474	Rnf34	NaN	NaN		+	+
ENSMUSG00000035696	Rnf38	NaN	NaN		+	+
ENSMUSG00000036492	Rnf39	NaN	NaN		+	+
ENSMUSG00000029110	Rnf4	NaN	NaN		+	+
ENSMUSG00000030816	Rnf40	NaN	NaN		+	+
ENSMUSG00000025373	Rnf41	NaN	NaN		+	+
